gene_id,p_val,avg_log2FC,pct.1,pct.2,p_val_adj,cluster,gene
FAU.1,6.29E-28,0.429391551,0.993,0.953,1.16E-23,3,FAU
CAVIN1,1.02E-27,0.395823116,0.741,0.403,1.88E-23,3,CAVIN1
PARP1.1,1.07E-27,0.526999213,0.793,0.504,1.97E-23,3,PARP1
RPL37A.3,1.87E-27,0.461839027,0.993,0.95,3.44E-23,3,RPL37A
H2AFZ.1,1.90E-27,0.528391315,0.874,0.613,3.51E-23,3,H2AFZ
CTSS.3,2.29E-27,-1.833059128,0.071,0.379,4.21E-23,3,CTSS
HLA-A.3,2.60E-27,-1.204623649,0.534,0.733,4.79E-23,3,HLA-A
COX7C.3,2.97E-27,0.453263631,0.993,0.907,5.47E-23,3,COX7C
ANP32B.1,3.05E-27,0.479589889,0.901,0.673,5.61E-23,3,ANP32B
NTRK2.3,3.67E-27,0.590134787,0.554,0.267,6.77E-23,3,NTRK2
RPL23.3,9.71E-27,0.45427246,0.997,0.96,1.79E-22,3,RPL23
MZT2A.1,1.30E-26,0.45539107,0.697,0.398,2.39E-22,3,MZT2A
MT-CYB.2,1.32E-26,0.585974936,0.983,0.968,2.43E-22,3,MT-CYB
RGS1.3,1.39E-26,-1.704587819,0.048,0.349,2.57E-22,3,RGS1
BEX2.3,1.45E-26,0.455738975,0.626,0.316,2.67E-22,3,BEX2
NPM3.2,1.67E-26,0.453303581,0.527,0.249,3.08E-22,3,NPM3
TIMM8B.2,1.93E-26,0.537738086,0.813,0.578,3.56E-22,3,TIMM8B
RPL30.3,2.04E-26,0.439238769,0.997,0.957,3.76E-22,3,RPL30
SLC7A8.3,2.28E-26,0.518940384,0.677,0.378,4.21E-22,3,SLC7A8
ROMO1.3,3.14E-26,0.511272269,0.963,0.853,5.78E-22,3,ROMO1
AHCY.2,3.22E-26,0.487286067,0.69,0.395,5.92E-22,3,AHCY
CDK5RAP2.3,3.45E-26,0.470094145,0.656,0.34,6.35E-22,3,CDK5RAP2
U2SURP.2,3.57E-26,0.524857989,0.918,0.691,6.57E-22,3,U2SURP
ATP5PF.2,8.30E-26,0.533604042,0.915,0.77,1.53E-21,3,ATP5PF
IFITM2.3,1.23E-25,-1.101758637,0.085,0.387,2.26E-21,3,IFITM2
GADD45GIP1.1,1.34E-25,0.501131615,0.881,0.664,2.47E-21,3,GADD45GIP1
TXNDC17.3,1.55E-25,0.583456328,0.874,0.682,2.85E-21,3,TXNDC17
UQCRH.2,2.04E-25,0.506395382,0.898,0.748,3.76E-21,3,UQCRH
HMGB3.3,2.16E-25,0.468733735,0.759,0.443,3.97E-21,3,HMGB3
NDUFA1.2,2.21E-25,0.497473491,0.932,0.796,4.06E-21,3,NDUFA1
MRPL12.1,2.64E-25,0.45166101,0.575,0.299,4.87E-21,3,MRPL12
RPL7.3,2.65E-25,0.457292621,0.976,0.835,4.88E-21,3,RPL7
DNPH1.2,2.81E-25,0.540000348,0.687,0.4,5.17E-21,3,DNPH1
DDX18.3,2.87E-25,0.521459879,0.891,0.68,5.29E-21,3,DDX18
NACA.3,3.14E-25,0.460971277,0.973,0.881,5.79E-21,3,NACA
IGFL2-AS1.2,5.31E-25,0.494541479,0.854,0.51,9.79E-21,3,IGFL2-AS1
COX6C.3,6.59E-25,0.489991438,0.956,0.798,1.21E-20,3,COX6C
MT-ND3.1,7.09E-25,0.578402862,0.983,0.903,1.31E-20,3,MT-ND3
RPS13.3,7.51E-25,0.457857771,0.993,0.946,1.38E-20,3,RPS13
SNRPF.1,7.99E-25,0.479349192,0.619,0.346,1.47E-20,3,SNRPF
PNPT1.2,8.25E-25,0.430095207,0.602,0.311,1.52E-20,3,PNPT1
RAB6B.2,1.07E-24,0.413331456,0.449,0.195,1.97E-20,3,RAB6B
XAF1.3,1.08E-24,-0.73533791,0.014,0.293,1.99E-20,3,XAF1
ATP5PD.2,1.18E-24,0.49833597,0.939,0.8,2.17E-20,3,ATP5PD
SRGN.3,1.37E-24,-1.459084739,0.085,0.371,2.53E-20,3,SRGN
DUSP1.3,1.45E-24,-1.213362162,0.34,0.592,2.67E-20,3,DUSP1
RPL18A.3,2.32E-24,0.457364525,0.993,0.914,4.27E-20,3,RPL18A
GADD45B.3,2.32E-24,-1.164222633,0.248,0.524,4.27E-20,3,GADD45B
MT-ND1.2,2.36E-24,0.512660559,0.969,0.943,4.36E-20,3,MT-ND1
SESN3.3,2.50E-24,0.500423677,0.68,0.388,4.60E-20,3,SESN3
METTL5.3,2.71E-24,0.445659478,0.704,0.423,5.00E-20,3,METTL5
TPGS2.1,2.93E-24,0.437051479,0.585,0.307,5.40E-20,3,TPGS2
YBX1.1,3.62E-24,0.470530955,0.952,0.836,6.66E-20,3,YBX1
SLC25A5.3,4.68E-24,0.475621476,0.912,0.685,8.62E-20,3,SLC25A5
SLC9A3R1.3,5.34E-24,0.455352307,0.898,0.571,9.84E-20,3,SLC9A3R1
BTG1.2,8.96E-24,-0.958976791,0.49,0.72,1.65E-19,3,BTG1
SEC61G.3,9.76E-24,0.465815313,0.993,0.814,1.80E-19,3,SEC61G
MT-CO3.1,1.29E-23,0.53855454,0.983,0.974,2.38E-19,3,MT-CO3
SOX2-OT,1.53E-23,0.297784002,0.248,0.075,2.82E-19,3,SOX2-OT
NHP2.1,1.55E-23,0.440003286,0.65,0.374,2.85E-19,3,NHP2
TMSB10.3,1.83E-23,-1.102902818,0.874,0.917,3.38E-19,3,TMSB10
CHCHD10.2,1.89E-23,0.519288789,0.748,0.496,3.48E-19,3,CHCHD10
LGALS1.3,2.08E-23,-1.867724551,0.235,0.498,3.82E-19,3,LGALS1
APRT.1,2.27E-23,0.49800172,0.776,0.528,4.18E-19,3,APRT
EEF1E1.1,2.34E-23,0.390377589,0.551,0.276,4.30E-19,3,EEF1E1
SNRPG.1,2.38E-23,0.49837596,0.813,0.601,4.39E-19,3,SNRPG
ARHGDIB.3,2.47E-23,-0.678383881,0.041,0.316,4.55E-19,3,ARHGDIB
CYBA.3,2.50E-23,-0.951599554,0.075,0.352,4.60E-19,3,CYBA
MCM4.1,2.75E-23,0.34568211,0.327,0.121,5.06E-19,3,MCM4
RPL27A.2,3.29E-23,0.392783326,0.997,0.98,6.06E-19,3,RPL27A
NPM1.2,3.39E-23,0.520006296,0.942,0.787,6.24E-19,3,NPM1
LAMTOR4.2,3.93E-23,0.528067977,0.796,0.562,7.23E-19,3,LAMTOR4
KRT6A.1,8.18E-23,0.258491303,0.861,0.519,1.51E-18,3,KRT6A
KLF6.3,8.80E-23,-1.185992029,0.204,0.468,1.62E-18,3,KLF6
ZC3H15.2,1.04E-22,0.467561199,0.915,0.739,1.92E-18,3,ZC3H15
PFN2.2,1.07E-22,0.440335853,0.595,0.322,1.97E-18,3,PFN2
PTPRC.3,1.82E-22,-0.785893978,0.02,0.283,3.36E-18,3,PTPRC
PRSS21.3,2.11E-22,0.389211109,0.517,0.252,3.88E-18,3,PRSS21
RPS20.2,2.21E-22,0.426868831,0.973,0.922,4.07E-18,3,RPS20
RPL36.3,2.27E-22,0.40750544,0.99,0.943,4.18E-18,3,RPL36
RUVBL1.1,2.55E-22,0.381751487,0.514,0.256,4.69E-18,3,RUVBL1
RPL32.2,3.72E-22,0.414330608,0.993,0.913,6.86E-18,3,RPL32
EBNA1BP2.1,4.29E-22,0.402082817,0.52,0.268,7.90E-18,3,EBNA1BP2
C12orf75.1,4.56E-22,0.444664663,0.476,0.231,8.41E-18,3,C12orf75
FAM213A.2,4.66E-22,0.409675459,0.582,0.316,8.58E-18,3,FAM213A
TOMM20.3,4.93E-22,0.424317569,0.901,0.663,9.08E-18,3,TOMM20
RAB3B.1,7.30E-22,0.325962644,0.367,0.149,1.34E-17,3,RAB3B
DST.3,7.52E-22,0.538052876,0.741,0.478,1.38E-17,3,DST
RPS15.3,7.82E-22,0.375454605,0.99,0.972,1.44E-17,3,RPS15
ATP5MG.1,9.16E-22,0.409494441,0.949,0.862,1.69E-17,3,ATP5MG
NUCKS1.1,1.12E-21,0.465530451,0.963,0.826,2.06E-17,3,NUCKS1
HSPE1.1,1.18E-21,0.486886145,0.782,0.567,2.17E-17,3,HSPE1
BCL11A.3,1.50E-21,0.460177663,0.65,0.376,2.77E-17,3,BCL11A
MAGEA11.3,1.78E-21,0.363791931,0.51,0.252,3.28E-17,3,MAGEA11
PTHLH.3,1.97E-21,0.451544651,0.728,0.412,3.63E-17,3,PTHLH
RPL12.3,2.01E-21,0.42209041,0.983,0.939,3.71E-17,3,RPL12
CD63.3,2.33E-21,-0.945151729,0.605,0.733,4.29E-17,3,CD63
BTF3.3,2.46E-21,0.435587121,0.939,0.799,4.52E-17,3,BTF3
RPL39.3,2.64E-21,0.403431624,0.99,0.905,4.86E-17,3,RPL39
COX5B.3,3.01E-21,0.397915527,0.952,0.846,5.54E-17,3,COX5B
MRPL3.1,3.14E-21,0.367167458,0.524,0.27,5.79E-17,3,MRPL3
PSMB7.3,3.36E-21,0.430742287,0.786,0.527,6.19E-17,3,PSMB7
HNRNPM.1,3.85E-21,0.508397619,0.844,0.657,7.09E-17,3,HNRNPM
TYMP.3,4.01E-21,-0.779843238,0.105,0.371,7.39E-17,3,TYMP
LAPTM5.3,4.19E-21,-1.364002396,0.051,0.304,7.72E-17,3,LAPTM5
EMP3.3,4.86E-21,-0.682000423,0.085,0.348,8.96E-17,3,EMP3
HLA-DRB1.3,5.37E-21,-2.19738635,0.088,0.344,9.89E-17,3,HLA-DRB1
RAN.2,5.72E-21,0.476070406,0.776,0.553,1.05E-16,3,RAN
CASC19.1,6.08E-21,0.36272045,0.35,0.142,1.12E-16,3,CASC19
CNTNAP2,7.66E-21,0.285853599,0.221,0.067,1.41E-16,3,CNTNAP2
VSIG10,1.10E-20,0.260297514,0.31,0.115,2.02E-16,3,VSIG10
VMA21.2,1.11E-20,0.447910323,0.639,0.384,2.04E-16,3,VMA21
NPC2.3,1.13E-20,-1.091388237,0.442,0.635,2.08E-16,3,NPC2
PSMA4.2,1.24E-20,0.458364734,0.935,0.766,2.29E-16,3,PSMA4
EIF2S2.3,1.45E-20,0.437949096,0.983,0.892,2.68E-16,3,EIF2S2
SINHCAF.2,1.62E-20,0.357617618,0.687,0.396,2.99E-16,3,SINHCAF
RPL14.3,1.63E-20,0.378530505,0.993,0.937,2.99E-16,3,RPL14
PABPC1.3,1.88E-20,0.412617066,1,0.996,3.47E-16,3,PABPC1
HLA-DPA1.3,2.00E-20,-1.339576717,0.037,0.283,3.68E-16,3,HLA-DPA1
PLA2G16.2,2.11E-20,0.38913094,0.697,0.418,3.88E-16,3,PLA2G16
MCM3.1,2.35E-20,0.318832072,0.323,0.128,4.33E-16,3,MCM3
RPS3A.3,2.51E-20,0.403652219,0.997,0.935,4.62E-16,3,RPS3A
HSPA1A.3,3.17E-20,-1.090768531,0.31,0.546,5.84E-16,3,HSPA1A
SSRP1.2,3.75E-20,0.439502958,0.827,0.61,6.92E-16,3,SSRP1
MARCKS.3,4.05E-20,-0.829447354,0.224,0.479,7.46E-16,3,MARCKS
PAK1IP1.2,4.45E-20,0.394729925,0.643,0.38,8.19E-16,3,PAK1IP1
MRPL51.1,4.76E-20,0.427258387,0.752,0.497,8.76E-16,3,MRPL51
DAB2.3,4.98E-20,-0.781871452,0.014,0.249,9.18E-16,3,DAB2
TBCA.1,6.25E-20,0.437314055,0.854,0.702,1.15E-15,3,TBCA
KCNE3.2,7.51E-20,0.430198645,0.626,0.357,1.38E-15,3,KCNE3
NOLC1.1,7.62E-20,0.42687699,0.565,0.325,1.40E-15,3,NOLC1
XPO1.1,8.17E-20,0.421169793,0.602,0.354,1.50E-15,3,XPO1
RPL18.3,9.91E-20,0.362230515,1,0.963,1.83E-15,3,RPL18
TSPO.3,1.08E-19,-0.538966264,0.071,0.327,1.99E-15,3,TSPO
FGFBP1.3,1.08E-19,0.587078101,0.616,0.358,2.00E-15,3,FGFBP1
LRRFIP1.3,1.33E-19,-0.690841221,0.333,0.568,2.44E-15,3,LRRFIP1
HLA-DRA.3,1.59E-19,-2.384301281,0.112,0.354,2.93E-15,3,HLA-DRA
SLC3A2.2,1.64E-19,0.452799091,0.796,0.579,3.02E-15,3,SLC3A2
GCLC.3,2.01E-19,0.411293205,0.616,0.362,3.70E-15,3,GCLC
TXNIP.3,2.08E-19,-0.968981137,0.173,0.42,3.83E-15,3,TXNIP
RPL23A.3,2.37E-19,0.400127283,0.949,0.79,4.37E-15,3,RPL23A
USP34.2,2.38E-19,0.409497044,0.776,0.513,4.39E-15,3,USP34
CASP4.3,2.46E-19,-0.594863701,0.16,0.416,4.53E-15,3,CASP4
NEDD8.3,3.26E-19,0.471012905,0.895,0.745,6.00E-15,3,NEDD8
TCEAL4.2,3.49E-19,0.468565899,0.867,0.653,6.43E-15,3,TCEAL4
RPL29.3,3.53E-19,0.432173719,0.946,0.813,6.50E-15,3,RPL29
EPSTI1.3,3.86E-19,-0.58831083,0.01,0.236,7.11E-15,3,EPSTI1
NDUFS5.2,4.01E-19,0.400943286,0.81,0.588,7.39E-15,3,NDUFS5
G6PD.1,4.15E-19,0.394294692,0.514,0.275,7.64E-15,3,G6PD
SF3B6.3,4.19E-19,0.40514688,0.759,0.529,7.72E-15,3,SF3B6
TM4SF1,5.52E-19,0.290377921,0.605,0.335,1.02E-14,3,TM4SF1
ITGA6.2,5.98E-19,0.315712355,0.432,0.201,1.10E-14,3,ITGA6
ZFP36L1.3,6.22E-19,-0.746138765,0.299,0.53,1.15E-14,3,ZFP36L1
RRP15.1,6.91E-19,0.349491809,0.524,0.287,1.27E-14,3,RRP15
THSD7A.3,7.26E-19,0.507720261,0.558,0.317,1.34E-14,3,THSD7A
PELP1.1,7.56E-19,0.392159427,0.544,0.297,1.39E-14,3,PELP1
CST3.3,7.87E-19,-1.294756428,0.619,0.729,1.45E-14,3,CST3
RPL4.3,8.04E-19,0.409366,0.871,0.707,1.48E-14,3,RPL4
EIF5A.1,8.77E-19,0.410972172,0.643,0.412,1.61E-14,3,EIF5A
AC068760.1,9.31E-19,0.340717279,0.241,0.082,1.71E-14,3,AC068760.1
DNAJC19.2,1.11E-18,0.398302606,0.605,0.365,2.05E-14,3,DNAJC19
GSTM4.2,1.12E-18,0.377809688,0.473,0.241,2.07E-14,3,GSTM4
HINT1.1,1.37E-18,0.408449077,0.918,0.759,2.53E-14,3,HINT1
RAB31.3,1.40E-18,-0.704413553,0.051,0.287,2.58E-14,3,RAB31
SH3BGRL.3,1.43E-18,-0.53685305,0.041,0.273,2.64E-14,3,SH3BGRL
BRIX1.3,1.45E-18,0.373359629,0.639,0.378,2.67E-14,3,BRIX1
HLA-DPB1.3,1.46E-18,-1.236647755,0.037,0.266,2.68E-14,3,HLA-DPB1
RPS23.2,1.49E-18,0.388433644,0.976,0.91,2.75E-14,3,RPS23
PNRC1.2,1.89E-18,-0.750180032,0.517,0.706,3.49E-14,3,PNRC1
SOX15.3,1.91E-18,0.331726285,0.588,0.324,3.53E-14,3,SOX15
AIF1.3,2.05E-18,-1.410359343,0.041,0.266,3.77E-14,3,AIF1
HNRNPA3.1,2.22E-18,0.418647236,0.759,0.536,4.10E-14,3,HNRNPA3
TRMT10C.1,2.33E-18,0.3502631,0.595,0.349,4.29E-14,3,TRMT10C
RPL10A.3,2.43E-18,0.398302606,0.905,0.714,4.47E-14,3,RPL10A
ITGB2.3,2.52E-18,-0.63005059,0.007,0.222,4.64E-14,3,ITGB2
RPS14.3,2.57E-18,0.328660477,0.99,0.969,4.74E-14,3,RPS14
PERP.2,3.39E-18,0.29063852,0.986,0.697,6.24E-14,3,PERP
KLHL23.1,3.67E-18,0.297044167,0.323,0.134,6.75E-14,3,KLHL23
NDUFAF2.1,3.87E-18,0.406190515,0.52,0.295,7.14E-14,3,NDUFAF2
SNRPC.1,4.05E-18,0.422314177,0.806,0.614,7.46E-14,3,SNRPC
RPL39L.1,4.78E-18,0.27525566,0.388,0.176,8.80E-14,3,RPL39L
TOPBP1.1,4.99E-18,0.333737513,0.51,0.275,9.18E-14,3,TOPBP1
TPRG1.2,6.15E-18,0.365293547,0.412,0.197,1.13E-13,3,TPRG1
SH3KBP1.3,6.36E-18,-0.527454791,0.054,0.283,1.17E-13,3,SH3KBP1
AC012146.1.1,6.40E-18,0.337294566,0.374,0.173,1.18E-13,3,AC012146.1
SUMO2.3,7.45E-18,0.396283314,0.939,0.805,1.37E-13,3,SUMO2
BST2.3,8.75E-18,-0.483331565,0.027,0.248,1.61E-13,3,BST2
PHB.1,9.16E-18,0.38720385,0.554,0.331,1.69E-13,3,PHB
SSBP1.1,1.17E-17,0.356845676,0.735,0.503,2.16E-13,3,SSBP1
SUMF2.3,1.30E-17,0.375004328,0.616,0.371,2.39E-13,3,SUMF2
RPL22.1,1.30E-17,0.38943,0.935,0.804,2.39E-13,3,RPL22
RPL26L1.1,1.35E-17,0.390924737,0.616,0.395,2.48E-13,3,RPL26L1
RSL1D1.3,1.47E-17,0.406712009,0.908,0.726,2.70E-13,3,RSL1D1
CNTN5.2,1.48E-17,0.427999016,0.48,0.25,2.72E-13,3,CNTN5
NUDT1.1,1.53E-17,0.283571652,0.408,0.195,2.81E-13,3,NUDT1
SERPING1.3,1.61E-17,-0.791402695,0.031,0.246,2.97E-13,3,SERPING1
S100A11.3,1.78E-17,0.336930643,1,0.962,3.28E-13,3,S100A11
RPS15A.3,1.84E-17,0.398494482,0.932,0.772,3.39E-13,3,RPS15A
FYB1.3,1.85E-17,-0.626929421,0.027,0.243,3.40E-13,3,FYB1
RPL15.3,1.94E-17,0.32839384,0.997,0.969,3.57E-13,3,RPL15
UQCRQ.1,1.98E-17,0.424422176,0.935,0.842,3.64E-13,3,UQCRQ
COX5A.3,2.05E-17,0.403413482,0.905,0.735,3.77E-13,3,COX5A
BAG2.1,2.15E-17,0.290016848,0.357,0.16,3.96E-13,3,BAG2
AFG3L2.3,2.20E-17,0.402353858,0.813,0.572,4.04E-13,3,AFG3L2
GSTA4.3,2.35E-17,0.387840164,0.578,0.334,4.32E-13,3,GSTA4
ICAM1.3,2.52E-17,-0.53214349,0.02,0.233,4.65E-13,3,ICAM1
FKBP3.1,2.54E-17,0.407437343,0.67,0.453,4.67E-13,3,FKBP3
OIP5-AS1.1,2.80E-17,0.365276886,0.49,0.266,5.16E-13,3,OIP5-AS1
CCL3.3,2.89E-17,-2.263502978,0.065,0.283,5.32E-13,3,CCL3
A2M.3,3.08E-17,-1.180911001,0.037,0.253,5.67E-13,3,A2M
NDUFC1.1,3.09E-17,0.379291646,0.816,0.606,5.69E-13,3,NDUFC1
CACYBP.2,3.16E-17,0.407063553,0.85,0.643,5.82E-13,3,CACYBP
UQCRB.2,3.23E-17,0.390708464,0.939,0.871,5.95E-13,3,UQCRB
LAPTM4B.2,3.38E-17,0.376541942,0.524,0.297,6.22E-13,3,LAPTM4B
CXCL2.3,3.83E-17,-1.20059214,0.01,0.216,7.05E-13,3,CXCL2
GBP1.3,4.01E-17,-0.902038222,0.075,0.299,7.39E-13,3,GBP1
MTIF2.2,4.17E-17,0.377636898,0.622,0.384,7.68E-13,3,MTIF2
NOP56.1,4.25E-17,0.343353791,0.636,0.395,7.84E-13,3,NOP56
PRMT1.1,6.04E-17,0.334318554,0.534,0.308,1.11E-12,3,PRMT1
NCF2.3,6.95E-17,-0.633245247,0.078,0.306,1.28E-12,3,NCF2
STMP1.1,7.36E-17,0.417782196,0.707,0.508,1.36E-12,3,STMP1
TMEM176B.3,7.40E-17,-0.77704288,0.02,0.226,1.36E-12,3,TMEM176B
DNAJC15.3,7.48E-17,-0.38333741,0.007,0.207,1.38E-12,3,DNAJC15
MT-ATP6.1,9.03E-17,0.449508296,0.986,0.98,1.66E-12,3,MT-ATP6
HCST.3,9.41E-17,-0.690824124,0.024,0.231,1.73E-12,3,HCST
HLA-DQB1.3,1.01E-16,-0.934695711,0.037,0.246,1.87E-12,3,HLA-DQB1
METTL8.1,1.32E-16,0.285644036,0.483,0.258,2.43E-12,3,METTL8
BCL2A1.3,1.40E-16,-0.815713334,0.02,0.224,2.57E-12,3,BCL2A1
SEM1.3,1.41E-16,0.365155343,0.833,0.606,2.60E-12,3,SEM1
PIGX.2,1.42E-16,0.360021352,0.384,0.187,2.61E-12,3,PIGX
ATP5MD.1,1.52E-16,0.399730131,0.888,0.76,2.79E-12,3,ATP5MD
ANAPC11.1,1.57E-16,0.414066423,0.84,0.694,2.89E-12,3,ANAPC11
LCP1.3,1.58E-16,-0.444929872,0.003,0.198,2.90E-12,3,LCP1
IARS2.2,2.10E-16,0.335225058,0.605,0.374,3.88E-12,3,IARS2
TYROBP.3,2.28E-16,-2.166875269,0.105,0.314,4.20E-12,3,TYROBP
RPA3.1,2.30E-16,0.310933352,0.497,0.268,4.24E-12,3,RPA3
GLO1.2,2.33E-16,0.418527352,0.779,0.565,4.29E-12,3,GLO1
RBMX.2,2.56E-16,0.361677324,0.925,0.737,4.71E-12,3,RBMX
APEX1.2,3.01E-16,0.338487843,0.622,0.382,5.54E-12,3,APEX1
COX6B1.2,3.28E-16,0.374559185,0.942,0.88,6.04E-12,3,COX6B1
IL1RN.3,3.66E-16,-1.361440631,0.031,0.233,6.74E-12,3,IL1RN
IGFBP5.1,4.12E-16,0.669116607,0.32,0.143,7.59E-12,3,IGFBP5
PLEK.3,4.50E-16,-0.700700978,0.02,0.22,8.29E-12,3,PLEK
CBX3.1,4.58E-16,0.345121473,0.973,0.867,8.44E-12,3,CBX3
TNFSF13B.3,5.39E-16,-0.632318276,0.014,0.208,9.93E-12,3,TNFSF13B
MS4A7.3,5.60E-16,-0.917270427,0.014,0.208,1.03E-11,3,MS4A7
CENPX.1,5.96E-16,0.342229882,0.575,0.344,1.10E-11,3,CENPX
FANCL.1,6.18E-16,0.293690138,0.388,0.19,1.14E-11,3,FANCL
CCL4.3,7.05E-16,-2.297087437,0.075,0.281,1.30E-11,3,CCL4
EIF1AX.1,7.13E-16,0.385092218,0.694,0.467,1.31E-11,3,EIF1AX
S100A4.3,7.23E-16,-1.177637703,0.228,0.43,1.33E-11,3,S100A4
PNO1.1,8.34E-16,0.28835577,0.405,0.204,1.54E-11,3,PNO1
FCER1G.3,8.34E-16,-1.518548667,0.085,0.289,1.54E-11,3,FCER1G
TUFM.2,9.10E-16,0.384899518,0.667,0.453,1.68E-11,3,TUFM
PEG10.2,9.49E-16,0.3066891,0.367,0.175,1.75E-11,3,PEG10
RPS2.2,9.98E-16,0.34760523,0.993,0.969,1.84E-11,3,RPS2
MRPL57.1,1.06E-15,0.380631313,0.748,0.538,1.95E-11,3,MRPL57
RPSA.2,1.06E-15,0.397691066,0.854,0.665,1.95E-11,3,RPSA
NIFK.2,1.10E-15,0.387663205,0.707,0.489,2.03E-11,3,NIFK
TFRC.1,1.31E-15,0.358533643,0.517,0.295,2.41E-11,3,TFRC
MRPL41,1.35E-15,0.317429475,0.622,0.393,2.48E-11,3,MRPL41
FXYD5.3,1.45E-15,-0.443274473,0.058,0.267,2.68E-11,3,FXYD5
PRDX2.3,1.58E-15,0.363729973,0.847,0.641,2.92E-11,3,PRDX2
ATP1B3.1,1.61E-15,0.349017536,0.667,0.447,2.97E-11,3,ATP1B3
RPS25.3,1.65E-15,0.332169762,0.939,0.792,3.04E-11,3,RPS25
BOLA3.1,1.66E-15,0.292185708,0.476,0.259,3.06E-11,3,BOLA3
PRMT5.2,1.73E-15,0.305684934,0.609,0.366,3.19E-11,3,PRMT5
TGIF2,1.76E-15,0.297435506,0.384,0.19,3.24E-11,3,TGIF2
CPNE1.3,1.78E-15,0.394724783,0.731,0.506,3.28E-11,3,CPNE1
RPS27.2,2.21E-15,0.286551367,1,0.999,4.07E-11,3,RPS27
ARHGAP18.3,2.32E-15,-0.46492319,0.027,0.222,4.28E-11,3,ARHGAP18
NAXE.2,2.35E-15,0.377417322,0.605,0.389,4.34E-11,3,NAXE
YWHAQ.1,2.41E-15,0.348443989,0.602,0.382,4.44E-11,3,YWHAQ
S100A16.3,2.45E-15,0.343312504,0.769,0.509,4.52E-11,3,S100A16
ATP2B1.2,2.56E-15,0.370902796,0.677,0.44,4.72E-11,3,ATP2B1
ALG3,2.93E-15,0.333284157,0.5,0.294,5.40E-11,3,ALG3
UGDH,3.17E-15,0.309902459,0.327,0.152,5.83E-11,3,UGDH
KRTCAP3.1,3.22E-15,0.260094922,0.354,0.169,5.93E-11,3,KRTCAP3
UBE2L3.3,3.51E-15,0.39606546,0.847,0.64,6.46E-11,3,UBE2L3
TNFAIP3.3,3.60E-15,-0.506757352,0.017,0.205,6.63E-11,3,TNFAIP3
CCL3L1.3,3.75E-15,-2.586603639,0.095,0.297,6.90E-11,3,CCL3L1
DKC1.2,3.98E-15,0.356743168,0.578,0.36,7.33E-11,3,DKC1
RPL13A.2,4.36E-15,0.303723545,1,0.969,8.03E-11,3,RPL13A
CD86.3,4.37E-15,-0.525661955,0.014,0.198,8.04E-11,3,CD86
EIF3J.1,4.95E-15,0.374538577,0.871,0.7,9.12E-11,3,EIF3J
PSMD11.2,4.97E-15,0.342698908,0.633,0.416,9.15E-11,3,PSMD11
GRN.3,5.01E-15,-0.809851961,0.401,0.573,9.23E-11,3,GRN
APOC1.3,5.01E-15,-1.504517199,0.034,0.225,9.24E-11,3,APOC1
HNRNPD.1,5.26E-15,0.36964325,0.813,0.673,9.70E-11,3,HNRNPD
VAMP5.3,5.65E-15,-0.490714489,0.031,0.225,1.04E-10,3,VAMP5
GLUL.3,5.89E-15,-0.806454936,0.163,0.371,1.08E-10,3,GLUL
CCT5.1,5.92E-15,0.342599542,0.537,0.331,1.09E-10,3,CCT5
NARS.3,5.99E-15,0.391951683,0.861,0.71,1.10E-10,3,NARS
DSG2.3,6.31E-15,0.310249536,0.575,0.337,1.16E-10,3,DSG2
TMA16.2,7.26E-15,0.385988756,0.565,0.356,1.34E-10,3,TMA16
PSMD2,7.30E-15,0.376577782,0.646,0.437,1.34E-10,3,PSMD2
PTPRE.3,7.50E-15,-0.631091174,0.133,0.345,1.38E-10,3,PTPRE
TOMM40.1,7.71E-15,0.324465035,0.456,0.255,1.42E-10,3,TOMM40
PSMB9.2,7.98E-15,-0.498841798,0.126,0.339,1.47E-10,3,PSMB9
RPL3.2,8.26E-15,0.334162489,0.959,0.847,1.52E-10,3,RPL3
MEF2C.3,8.30E-15,-0.501718734,0.02,0.207,1.53E-10,3,MEF2C
PPP1R15A.3,9.24E-15,-0.635889644,0.347,0.54,1.70E-10,3,PPP1R15A
PTTG1IP.3,1.00E-14,-0.601133301,0.452,0.645,1.85E-10,3,PTTG1IP
PTMS.1,1.03E-14,0.335200646,0.646,0.421,1.89E-10,3,PTMS
CD9.3,1.10E-14,0.310205169,0.81,0.557,2.02E-10,3,CD9
YBX3.2,1.20E-14,0.347320635,0.823,0.625,2.20E-10,3,YBX3
CLEC2B.2,1.23E-14,-0.427732113,0.034,0.223,2.27E-10,3,CLEC2B
LYAR.1,1.24E-14,0.342802785,0.439,0.245,2.29E-10,3,LYAR
MT-ND5.2,1.34E-14,0.411033359,0.983,0.975,2.47E-10,3,MT-ND5
GMNN.1,1.39E-14,0.338680354,0.418,0.227,2.56E-10,3,GMNN
EGFR.3,1.40E-14,0.342967763,0.776,0.514,2.57E-10,3,EGFR
MAP3K13.2,1.51E-14,0.339418479,0.772,0.538,2.79E-10,3,MAP3K13
RNASE1.3,1.55E-14,-1.708066016,0.085,0.279,2.85E-10,3,RNASE1
WDR43.1,1.55E-14,0.33736607,0.67,0.441,2.85E-10,3,WDR43
CAPG.2,1.58E-14,-0.569125611,0.17,0.382,2.90E-10,3,CAPG
FBN2.2,1.58E-14,0.329269959,0.476,0.265,2.90E-10,3,FBN2
CD84.3,1.61E-14,-0.453709305,0.007,0.182,2.97E-10,3,CD84
